!Plate boundaries by Peter Bird (2003)
>   AF   AN
 159.6910  -59.9387    PA    AU
 159.8030  -60.0055    PA    AU
>   ON   PS
 121.5750   24.6914    ON    PS
 121.7790   24.2554    ON    PS
 122.1400   23.9492    ON    PS
 122.5010   23.6429    ON    PS
 123.0100   23.4686    ON    PS
 123.5180   23.4541    ON    PS
 124.0260   23.4381    ON    PS
 124.5340   23.4203    ON    PS
 125.0420   23.4009    ON    PS
 125.5500   23.3799    ON    PS
>   ON   PS
 125.5500   23.3799    ON    PS
 125.9540   23.4977    ON    PS
 126.4260   23.7606    ON    PS
 126.9010   24.1011    ON    PS
 127.3980   24.5029    ON    PS
 127.9070   24.9690    ON    PS
 128.4620   25.4576    ON    PS
>   YA   ON
 121.5750   24.6914    YA    ON
 122.0240   24.8530    YA    ON
 122.5540   25.0649    YA    ON
 123.1820   24.8598    YA    ON
 123.7210   24.8985    YA    ON
 123.7550   25.0165    YA    ON
 124.1480   25.0702    YA    ON
 124.7050   25.1197    YA    ON
 124.6970   25.4751    YA    ON
 125.1590   25.5691    YA    ON
 125.7360   25.6437    YA    ON
 125.6630   25.9270    YA    ON
 126.0650   26.1233    YA    ON
 126.3830   26.3700    YA    ON
 126.4770   26.5403    YA    ON
 126.8200   26.8106    YA    ON
 126.7450   27.0057    YA    ON
 126.8850   27.1491    YA    ON
 127.4170   27.4855    YA    ON
 127.3470   27.6615    YA    ON
 127.5990   27.7896    YA    ON
 128.0490   28.0528    YA    ON
 128.5570   28.4010    YA    ON
 128.3210   28.7079    YA    ON
 128.6870   29.0321    YA    ON
 129.0550   29.3554    YA    ON
 128.6460   29.8931    YA    ON
 128.8810   30.1042    YA    ON
 128.8480   30.3870    YA    ON
 129.0320   30.5854    YA    ON
 128.8190   31.0245    YA    ON
 129.0590   31.2645    YA    ON
 129.1210   31.4094    YA    ON
 129.4420   31.7926    YA    ON
>   AM   ON
 129.4420   31.7926    AM    ON
 129.7680   32.0417    AM    ON
 130.1850   32.0194    AM    ON
 130.8350   31.9821    AM    ON
 131.2840   31.8771    AM    ON
 131.7170   31.7606    AM    ON
 132.0300   31.4844    AM    ON
 132.2690   31.2571    AM    ON
 132.5810   30.9906    AM    ON
 132.8240   30.7544    AM    ON
>   EU   AM
 123.3640   31.4713    EU    AM
 124.0720   32.1727    EU    AM
 124.7910   32.8701    EU    AM
 125.5210   33.5633    EU    AM
 126.2630   34.2521    EU    AM
>   AM   YA
 123.3640   31.4713    AM    YA
 123.8670   31.3257    AM    YA
 124.4870   31.2501    AM    YA
 125.0300   31.1957    AM    YA
 125.7290   31.2017    AM    YA
 126.4040   31.2274    AM    YA
 127.0540   31.2730    AM    YA
 127.6550   31.3620    AM    YA
 128.2580   31.4706    AM    YA
 128.8120   31.6013    AM    YA
 129.4420   31.7926    AM    YA
>   CL   PS
 134.5210    6.9902    CL    PS
 134.2690    6.6102    CL    PS
 133.9890    6.3326    CL    PS
 133.6740    6.1559    CL    PS
 133.4290    5.9622    CL    PS
 133.3080    5.7343    CL    PS
 133.2400    5.3491    CL    PS
 133.1890    5.0162    CL    PS
 133.0320    4.7875    CL    PS
 132.9110    4.4538    CL    PS
 132.7900    4.1199    CL    PS
 132.7400    3.6983    CL    PS
 132.7950    3.3122    CL    PS
 132.8500    2.9083    CL    PS
 132.8170    2.5387    CL    PS
 132.7660    2.2569    CL    PS
 132.7340    1.7285    CL    PS
 132.7200    1.1645    CL    PS
 132.6510    0.8116    CL    PS
 132.5150    0.0171    CL    PS
>   PA   CL
 138.3590    9.3787    PA    CL
 139.1920    9.0649    PA    CL
 139.8860    8.8663    PA    CL
 140.5790    8.6664    PA    CL
 141.0480    8.3925    PA    CL
 141.5170    8.1180    PA    CL
 142.2620    7.6108    PA    CL
 142.6660    7.3884    PA    CL
 143.0700    7.1658    PA    CL
 143.5580    6.8053    PA    CL
 144.0260    6.6770    PA    CL
 144.6640    6.6110    PA    CL
 145.0670    6.5035    PA    CL
 145.4710    6.3535    PA    CL
 146.0010    6.1602    PA    CL
 146.3820    5.8830    PA    CL
 146.7300    5.5107    PA    CL
 147.0780    5.1382    PA    CL
 147.4250    4.7655    PA    CL
 147.7720    4.3926    PA    CL
 148.1910    3.7756    PA    CL
 148.6940    3.1366    PA    CL
 148.6680    2.6293    PA    CL
 148.6840    2.0583    PA    CL
 148.7000    1.4874    PA    CL
 148.8630    0.9366    PA    CL
 149.1120    0.4063    PA    CL
 149.1910   -0.1432    PA    CL
 149.2510   -0.3970    PA    CL
 149.2700   -0.6502    PA    CL
>   CL   NB
 142.2460   -2.6931    CL    NB
 142.3940   -2.4622    CL    NB
 142.6260   -1.9159    CL    NB
 142.9220   -1.4535    CL    NB
 143.2600   -1.1596    CL    NB
 143.8080   -0.9506    CL    NB
 144.3570   -0.7419    CL    NB
 145.0330   -0.5341    CL    NB
 145.4970   -0.4733    CL    NB
 145.9190   -0.3492    CL    NB
 146.5950   -0.2902    CL    NB
 147.0590   -0.2935    CL    NB
 147.3540   -0.2747    CL    NB
 147.8590   -0.4264    CL    NB
 148.3440   -0.4095    CL    NB
 148.7240   -0.3919    CL    NB
 148.9130   -0.4569    CL    NB
 149.2700   -0.6502    CL    NB
>   PA   NB
 149.2700   -0.6502    PA    NB
 149.4810   -0.8185    PA    NB
 149.7690   -1.0045    PA    NB
 150.0230   -1.0214    PA    NB
 150.3440   -1.1228    PA    NB
 150.7170   -1.2240    PA    NB
 151.0890   -1.3083    PA    NB
 151.4270   -1.4602    PA    NB
 151.8160   -1.6456    PA    NB
 152.1550   -1.8647    PA    NB
 152.5780   -2.1341    PA    NB
 152.9160   -2.1502    PA    NB
 153.1190   -2.2003    PA    NB
 153.3900   -2.4357    PA    NB
 153.5420   -2.6039    PA    NB
 153.7110   -2.6876    PA    NB
 153.8820   -3.0410    PA    NB
 154.0350   -3.3268    PA    NB
 154.2560   -3.6121    PA    NB
 154.3590   -3.9484    PA    NB
 154.7000   -4.2829    PA    NB
 154.9550   -4.5503    PA    NB
 154.9920   -4.8866    PA    NB
 154.9780   -5.2401    PA    NB
 154.5920   -5.5805    PA    NB
 154.5450   -5.9010    PA    NB
 154.5330   -6.4232    PA    NB
 154.7300   -6.8581    PA    NB
 154.9270   -7.2928    PA    NB
>   CL   WL
 138.7930   -1.1594    CL    WL
 139.2570   -1.3900    CL    WL
 139.8050   -1.5574    CL    WL
 140.2260   -1.7674    CL    WL
 140.8370   -1.8933    CL    WL
 141.1950   -2.1667    CL    WL
 141.5940   -2.2721    CL    WL
 141.8680   -2.3984    CL    WL
 142.2460   -2.6931    CL    WL
>   WL   BH
 138.7930   -1.1594    WL    BH
 138.9720   -1.6075    WL    BH
>   NB   SB
 143.7430   -3.4604    NB    SB
 144.3680   -3.5312    NB    SB
 144.8070   -3.5501    NB    SB
 145.3990   -3.4851    NB    SB
 146.1100   -3.4706    NB    SB
 146.4150   -3.4377    NB    SB
 146.8360   -3.7549    NB    SB
 146.9180   -3.6410    NB    SB
 146.9990   -3.5143    NB    SB
 147.0830   -3.3851    NB    SB
 147.1620   -3.2610    NB    SB
 147.2410   -3.1521    NB    SB
 147.3250   -3.0533    NB    SB
 147.4070   -2.9620    NB    SB
 147.4780   -2.9089    NB    SB
 147.5390   -2.8810    NB    SB
 147.6050   -2.8786    NB    SB
 147.8160   -2.8128    NB    SB
 147.9830   -2.9221    NB    SB
 148.1230   -3.0263    NB    SB
 148.3290   -3.1406    NB    SB
 148.4990   -3.2220    NB    SB
 148.6750   -3.3058    NB    SB
 148.8780   -3.3946    NB    SB
 149.0890   -3.4657    NB    SB
 149.2950   -3.5215    NB    SB
 149.4530   -3.5443    NB    SB
 149.6030   -3.5696    NB    SB
 149.7170   -3.5797    NB    SB
 149.7730   -3.5923    NB    SB
 149.8160   -3.6176    NB    SB
>   NB   WL
 142.2460   -2.6931    NB    WL
 142.4490   -2.8136    NB    WL
 142.6330   -2.9323    NB    WL
 142.9360   -3.0181    NB    WL
 143.1720   -3.0531    NB    WL
 143.5080   -3.1559    NB    WL
 143.7430   -3.4604    NB    WL
>   NB   MN
 149.8170   -3.6166    NB    MN
 149.9130   -3.4915    NB    MN
 150.0340   -3.3717    NB    MN
 150.1350   -3.2744    NB    MN
 150.2490   -3.2020    NB    MN
 150.3520   -3.1409    NB    MN
 150.4360   -3.0926    NB    MN
 150.5090   -3.0611    NB    MN
 150.5600   -3.0507    NB    MN
 150.6160   -3.0473    NB    MN
 150.6150   -3.0849    NB    MN
 150.6340   -3.1627    NB    MN
 150.6830   -3.2345    NB    MN
 150.7320   -3.2952    NB    MN
 150.7890   -3.3294    NB    MN
 150.8240   -3.3485    NB    MN
 150.8790   -3.3311    NB    MN
 150.9310   -3.3723    NB    MN
 150.9820   -3.4190    NB    MN
 151.0210   -3.4757    NB    MN
 151.0950   -3.5473    NB    MN
 151.1420   -3.5871    NB    MN
 151.2040   -3.6017    NB    MN
 151.2500   -3.6067    NB    MN
 151.3010   -3.6562    NB    MN
>   MN   SB
 149.8170   -3.6166    MN    SB
 149.8720   -3.6591    MN    SB
 149.9380   -3.7238    MN    SB
 150.0270   -3.7520    MN    SB
 150.1210   -3.7899    MN    SB
 150.1920   -3.8294    MN    SB
 150.2260   -3.8736    MN    SB
 150.2400   -3.9027    MN    SB
 150.3200   -3.8809    MN    SB
 150.4470   -3.8571    MN    SB
 150.5520   -3.8391    MN    SB
 150.6780   -3.8182    MN    SB
 150.7930   -3.7750    MN    SB
 150.9090   -3.7235    MN    SB
 150.9870   -3.6920    MN    SB
 151.0950   -3.8063    MN    SB
 151.2220   -3.7366    MN    SB
 151.3010   -3.6562    MN    SB
>   NB   SB
 151.3010   -3.6562    NB    SB
 151.3750   -3.7062    NB    SB
 151.4280   -3.7542    NB    SB
 151.5630   -3.6651    NB    SB
 151.6750   -3.7687    NB    SB
 151.8140   -3.7201    NB    SB
 151.9290   -3.6767    NB    SB
 151.9870   -3.6486    NB    SB
 152.0380   -3.6357    NB    SB
 152.1320   -3.6658    NB    SB
 152.2260   -3.7390    NB    SB
 152.3280   -3.8222    NB    SB
 152.4150   -3.9030    NB    SB
 152.4780   -3.9736    NB    SB
 152.5570   -4.0392    NB    SB
 152.6160   -4.1301    NB    SB
 152.6620   -4.1882    NB    SB
 152.9270   -4.6033    NB    SB
 153.1930   -5.0183    NB    SB
 153.4030   -5.3611    NB    SB
 153.6140   -5.7037    NB    SB
 153.8230   -6.0459    NB    SB
 153.9300   -6.2650    NB    SB
>   SB   WL
 143.7430   -3.4604    SB    WL
 144.0790   -3.7657    SB    WL
 144.4160   -4.0037    SB    WL
 144.5830   -4.3758    SB    WL
 144.7330   -4.6972    SB    WL
 144.8670   -4.9681    SB    WL
 145.0070   -5.2019    SB    WL
 145.5050   -5.7622    SB    WL
 146.0070   -6.1123    SB    WL
 146.4970   -6.5129    SB    WL
 146.9560   -6.7179    SB    WL
 147.4760   -7.1029    SB    WL
 148.0100   -7.3124    SB    WL
 148.5870   -7.3945    SB    WL
>   WL   SS
 155.4540   -7.4887    WL    SS
 155.2620   -7.6286    WL    SS
 154.8720   -7.9624    WL    SS
 154.4810   -8.2962    WL    SS
 154.0870   -8.6326    WL    SS
 153.6970   -8.9665    WL    SS
 153.2550   -9.1861    WL    SS
>   WL   AU
 151.6540   -9.7600    WL    AU
 151.8340   -9.7611    WL    AU
 151.8380   -9.9056    WL    AU
 151.9180   -9.9303    WL    AU
 152.0240   -9.9420    WL    AU
 152.0860   -9.9440    WL    AU
 152.2140   -9.9453    WL    AU
 152.2230  -10.0390    WL    AU
 152.4130  -10.0473    WL    AU
 152.5470  -10.0560    WL    AU
 152.6510  -10.0777    WL    AU
 152.8490  -10.0881    WL    AU
 152.8550  -10.3844    WL    AU
 153.1740  -10.3981    WL    AU
 153.3620  -10.3981    WL    AU
 153.5520  -10.3550    WL    AU
 153.7520  -10.3446    WL    AU
 153.8470  -10.3254    WL    AU
 154.0100  -10.3407    WL    AU
 154.1250  -10.3313    WL    AU
 154.1690  -10.3230    WL    AU
 154.2190  -10.2792    WL    AU
 154.2180   -9.9126    WL    AU
 154.3790   -9.8722    WL    AU
 154.5960   -9.8106    WL    AU
 154.7190   -9.7630    WL    AU
 154.8490   -9.7230    WL    AU
 154.8560   -9.8390    WL    AU
 154.9510   -9.8348    WL    AU
 155.0700   -9.7949    WL    AU
 155.1720   -9.7299    WL    AU
 155.1720   -9.6214    WL    AU
 155.2910   -9.5562    WL    AU
 155.3470   -9.5324    WL    AU
 155.4360   -9.4930    WL    AU
 155.4730   -9.5679    WL    AU
 155.5770   -9.5307    WL    AU
 155.5990   -9.5807    WL    AU
 155.7080   -9.5484    WL    AU
 155.7970   -9.5265    WL    AU
 155.8130   -9.5715    WL    AU
 155.9080   -9.5546    WL    AU
 155.9790   -9.5481    WL    AU
 155.9890   -9.5580    WL    AU
 156.0860   -9.5384    WL    AU
 156.0660   -9.4052    WL    AU
 156.1240   -9.3814    WL    AU
 156.1010   -9.2685    WL    AU
 156.2580   -9.2250    WL    AU
 156.3500   -9.2055    WL    AU
 156.4280   -9.1788    WL    AU
 156.3900   -8.8094    WL    AU
 156.3610   -8.5984    WL    AU
 156.3310   -8.3849    WL    AU
 156.2960   -8.1740    WL    AU
>   PS   MA
 143.0970   11.5689    PS    MA
 143.0820   11.7921    PS    MA
 143.1060   12.0301    PS    MA
 143.1430   12.2650    PS    MA
 143.2390   12.4781    PS    MA
 143.4030   12.6947    PS    MA
 143.5100   12.8222    PS    MA
 143.6620   13.0577    PS    MA
 143.7710   13.2676    PS    MA
 143.8710   13.5409    PS    MA
 143.9030   13.6235    PS    MA
 143.9420   13.8108    PS    MA
 143.9760   14.0870    PS    MA
 144.0820   14.6394    PS    MA
 144.2160   14.6557    PS    MA
 144.3340   14.8845    PS    MA
 144.5300   14.9167    PS    MA
 144.4530   15.5256    PS    MA
 144.7990   15.6531    PS    MA
 144.7920   16.1227    PS    MA
 144.8410   16.4780    PS    MA
 144.7980   16.9793    PS    MA
 144.6710   17.4201    PS    MA
 144.9700   17.5346    PS    MA
 144.7730   17.8295    PS    MA
 144.7060   18.0198    PS    MA
 144.6630   18.1656    PS    MA
 144.6260   18.3591    PS    MA
 144.6010   18.7556    PS    MA
 144.5430   19.0727    PS    MA
 144.5270   19.1234    PS    MA
 144.2520   19.7253    PS    MA
 144.1370   19.7533    PS    MA
 144.0830   19.8577    PS    MA
 143.9700   20.1109    PS    MA
 143.8420   20.4178    PS    MA
 143.5750   20.3968    PS    MA
 143.4930   20.5325    PS    MA
 143.3920   20.7283    PS    MA
 143.2810   20.9619    PS    MA
 143.3210   21.0606    PS    MA
 143.2800   21.3203    PS    MA
 143.2180   21.6590    PS    MA
 143.1500   21.9278    PS    MA
 142.9970   22.1385    PS    MA
 142.7740   22.3766    PS    MA
 142.5600   22.6620    PS    MA
 142.2570   23.0091    PS    MA
>   PS   MA
 142.2570   23.0091    PS    MA
 142.8860   23.7012    PS    MA
 143.5220   24.3908    PS    MA
>   NH   PA
 172.5710  -13.4106    NH    PA
 172.4340  -13.4349    NH    PA
 172.3000  -13.4814    NH    PA
 172.1630  -13.5688    NH    PA
 171.9720  -13.6778    NH    PA
 171.6190  -13.7500    NH    PA
 171.2960  -13.7934    NH    PA
 171.2950  -14.0659    NH    PA
 171.1810  -14.0834    NH    PA
 170.9450  -14.0926    NH    PA
 170.6420  -14.0878    NH    PA
 170.6380  -13.9420    NH    PA
 170.1500  -13.9744    NH    PA
 169.7390  -13.9535    NH    PA
 169.7390  -13.8236    NH    PA
 169.6220  -13.8084    NH    PA
 169.4560  -13.8111    NH    PA
 169.2310  -13.7995    NH    PA
 169.2340  -13.6507    NH    PA
 169.0260  -13.6393    NH    PA
 168.7920  -13.6302    NH    PA
 168.5770  -13.6024    NH    PA
 168.5960  -13.5142    NH    PA
 168.1590  -13.5147    NH    PA
 167.1570  -13.6491    NH    PA
 166.1540  -13.7794    NH    PA
>   CR   NH
 173.9010  -16.8493    CR    NH
 173.8800  -17.1634    CR    NH
 173.7440  -17.4900    CR    NH
 173.6600  -17.6802    CR    NH
 173.5500  -17.9623    CR    NH
 173.4090  -18.2380    CR    NH
 173.2510  -18.5324    CR    NH
 173.4250  -18.5203    CR    NH
 173.4470  -18.7740    CR    NH
 173.4530  -18.9992    CR    NH
 173.4390  -19.2211    CR    NH
 173.4290  -19.4303    CR    NH
 173.3980  -19.6616    CR    NH
 173.3600  -19.8896    CR    NH
 173.3350  -20.0860    CR    NH
 173.3510  -20.3774    CR    NH
 173.3840  -20.6245    CR    NH
 173.3800  -20.8367    CR    NH
 173.3830  -20.9949    CR    NH
 173.3790  -21.1405    CR    NH
 174.1190  -21.1477    CR    NH
 174.1150  -21.3565    CR    NH
 174.1120  -21.5779    CR    NH
 174.0900  -21.8407    CR    NH
 174.0560  -22.2358    CR    NH
 174.0340  -22.4881    CR    NH
>   NH   AU
 172.4390  -23.1781    NH    AU
 172.7830  -23.0686    NH    AU
 173.0400  -23.0068    NH    AU
 173.2120  -22.8339    NH    AU
 173.6060  -22.8350    NH    AU
 174.0340  -22.4881    NH    AU
>   BR   NH
 172.5710  -13.4106    BR    NH
 172.7400  -13.6927    BR    NH
 172.8810  -13.9649    BR    NH
 173.0190  -14.2940    BR    NH
 173.1390  -14.5100    BR    NH
 173.1780  -14.6687    BR    NH
 173.2100  -14.7703    BR    NH
 173.2590  -14.8973    BR    NH
 173.2940  -14.9925    BR    NH
 173.3200  -15.0814    BR    NH
 173.3460  -15.1544    BR    NH
 173.3590  -15.2337    BR    NH
 173.3880  -15.3607    BR    NH
 173.4280  -15.4369    BR    NH
 173.4640  -15.5036    BR    NH
 173.5160  -15.5671    BR    NH
 173.5390  -15.6053    BR    NH
 173.5550  -15.6973    BR    NH
 173.4000  -15.7793    BR    NH
 173.4850  -15.9223    BR    NH
 173.5310  -16.0271    BR    NH
 173.5670  -16.1509    BR    NH
 173.4550  -16.2585    BR    NH
 173.5930  -16.4967    BR    NH
 173.6690  -16.6143    BR    NH
 173.7180  -16.7127    BR    NH
 173.7880  -16.7984    BR    NH
 173.9010  -16.8493    BR    NH
>   BR   CR
 173.9010  -16.8493    BR    CR
 174.5030  -16.5632    BR    CR
 174.8850  -16.8728    BR    CR
 175.1070  -16.7480    BR    CR
 175.2260  -16.7409    BR    CR
 175.3810  -16.6289    BR    CR
 175.4870  -16.6218    BR    CR
 175.6120  -16.5860    BR    CR
 175.8930  -16.5582    BR    CR
 176.1840  -16.5521    BR    CR
>   AU   CR
 176.1840  -16.5521    AU    CR
 176.1790  -16.6696    AU    CR
 176.1480  -16.8158    AU    CR
 176.1060  -16.9654    AU    CR
 176.0650  -17.0895    AU    CR
 176.0360  -17.2389    AU    CR
 175.9860  -17.5408    AU    CR
 175.9730  -17.8043    AU    CR
 176.3360  -17.8227    AU    CR
 176.3420  -18.0384    AU    CR
 176.3000  -18.1403    AU    CR
 176.2440  -18.2425    AU    CR
 176.2150  -18.3189    AU    CR
 176.2120  -18.6107    AU    CR
 176.1360  -18.7320    AU    CR
 176.0610  -18.8945    AU    CR
 175.9750  -19.0222    AU    CR
 175.9220  -19.0798    AU    CR
 175.9000  -19.1624    AU    CR
 175.8850  -19.3274    AU    CR
 175.8390  -19.4451    AU    CR
 175.7720  -19.5471    AU    CR
 175.5590  -19.7548    AU    CR
 175.5740  -19.9765    AU    CR
 175.5900  -20.1887    AU    CR
>   AU   CR
 175.5900  -20.1887    AU    CR
 175.8280  -20.6294    AU    CR
 176.1210  -21.1655    AU    CR
 175.7330  -21.4216    AU    CR
 175.2310  -21.7500    AU    CR
 174.5840  -22.1704    AU    CR
 174.0340  -22.4881    AU    CR
>   BR   AU
 176.1840  -16.5521    BR    AU
 176.3770  -16.5690    BR    AU
 176.5450  -16.5574    BR    AU
 176.6710  -16.5527    BR    AU
 176.7900  -16.5447    BR    AU
 176.8830  -16.5435    BR    AU
 176.9490  -16.5235    BR    AU
 177.0350  -16.5159    BR    AU
 177.1300  -16.5049    BR    AU
 177.1900  -16.5040    BR    AU
 177.2690  -16.5059    BR    AU
 177.4120  -16.5099    BR    AU
 177.4140  -16.3005    BR    AU
 177.3450  -16.3016    BR    AU
 177.4000  -16.2119    BR    AU
 177.5880  -16.2245    BR    AU
 177.7210  -16.2285    BR    AU
 177.8060  -16.2269    BR    AU
 177.8760  -16.2224    BR    AU
 178.0070  -16.1723    BR    AU
 178.0860  -16.1485    BR    AU
 178.1710  -16.1151    BR    AU
 178.2830  -16.1096    BR    AU
 178.4020  -16.1039    BR    AU
 178.4910  -16.0924    BR    AU
 178.5240  -15.9838    BR    AU
 178.5620  -15.8973    BR    AU
>   BR   AU
 178.5620  -15.8973    BR    AU
 178.9360  -15.8124    BR    AU
 179.3320  -15.7295    BR    AU
 179.6140  -15.6775    BR    AU
 179.8900  -15.6538    BR    AU
-179.7390  -15.5422    BR    AU
>   PA   BR
 172.5710  -13.4106    PA    BR
 173.0490  -13.4895    PA    BR
 173.6710  -13.5168    PA    BR
 173.9410  -13.2954    PA    BR
 174.4820  -13.3961    PA    BR
 174.6610  -13.4146    PA    BR
 174.7840  -13.3952    PA    BR
 174.8980  -13.3345    PA    BR
 175.3140  -13.2436    PA    BR
 175.6590  -13.3265    PA    BR
 175.9470  -13.4221    PA    BR
 176.0210  -13.6431    PA    BR
 176.2560  -13.6723    PA    BR
 176.6180  -13.7312    PA    BR
 176.9660  -13.8531    PA    BR
 177.1670  -13.9483    PA    BR
 177.4170  -14.0551    PA    BR
>   PA   BR
 177.4170  -14.0551    PA    BR
 178.0290  -14.3090    PA    BR
 178.4690  -14.5006    PA    BR
 179.0120  -14.7838    PA    BR
 179.3890  -14.9750    PA    BR
 179.7900  -15.2177    PA    BR
-179.7390  -15.5422    PA    BR
>   PA   AU
-179.7390  -15.5422    PA    AU
-179.4440  -15.5268    PA    AU
>   FT   AU
-179.4440  -15.5268    FT    AU
-178.8120  -15.3773    FT    AU
-178.2640  -15.3255    FT    AU
-177.6910  -15.3981    FT    AU
-177.1300  -15.5594    FT    AU
>   FT   PA
-176.3460  -14.6340    FT    PA
-176.8800  -14.6708    FT    PA
-177.4150  -14.7064    FT    PA
-177.7460  -14.6461    FT    PA
-178.2400  -14.3166    FT    PA
-178.7330  -13.9861    FT    PA
-178.7680  -14.2304    FT    PA
-178.8880  -14.2241    FT    PA
-179.0480  -14.9275    FT    PA
-179.2880  -14.9356    FT    PA
-179.4440  -15.5268    FT    PA
>   EA   PA
-114.4210  -22.1145    EA    PA
-114.5050  -22.1961    EA    PA
-114.4980  -22.5426    EA    PA
-114.5670  -23.0236    EA    PA
-114.8750  -23.0396    EA    PA
-114.9620  -23.1789    EA    PA
-115.1830  -23.2370    EA    PA
-115.2540  -23.3975    EA    PA
-115.5990  -23.4684    EA    PA
-115.4240  -23.8844    EA    PA
-115.4020  -24.0174    EA    PA
-115.4820  -24.1051    EA    PA
-115.9120  -24.2418    EA    PA
-115.9680  -24.3829    EA    PA
-116.1840  -24.4583    EA    PA
-116.2250  -24.5558    EA    PA
-116.0990  -24.8475    EA    PA
-116.4900  -25.1720    EA    PA
-116.3530  -25.4158    EA    PA
-116.0280  -25.6738    EA    PA
-115.7690  -25.9677    EA    PA
-115.5180  -26.2434    EA    PA
-115.2910  -26.4659    EA    PA
-115.1050  -26.6040    EA    PA
-114.5260  -26.7251    EA    PA
-113.9440  -26.7897    EA    PA
-113.6080  -26.8088    EA    PA
-112.9760  -26.8302    EA    PA
>   EA   NZ
-112.9760  -26.8302    EA    NZ
-112.9470  -26.7241    EA    NZ
-112.6840  -26.8009    EA    NZ
-112.6580  -26.5538    EA    NZ
-112.6830  -26.2823    EA    NZ
-112.6720  -26.0379    EA    NZ
-112.6200  -25.9342    EA    NZ
-112.5500  -25.9259    EA    NZ
-112.5410  -25.7874    EA    NZ
-112.4550  -25.7860    EA    NZ
-112.4370  -25.6827    EA    NZ
-112.3640  -25.6637    EA    NZ
-112.3660  -25.5642    EA    NZ
-112.3880  -25.4292    EA    NZ
-112.4430  -25.1985    EA    NZ
-112.4530  -25.0594    EA    NZ
-111.9780  -25.0266    EA    NZ
-111.9770  -24.8907    EA    NZ
-112.0480  -24.6591    EA    NZ
-112.1030  -24.4485    EA    NZ
-112.1230  -24.2224    EA    NZ
-112.0980  -24.1104    EA    NZ
-111.7130  -24.0320    EA    NZ
-111.7630  -23.8598    EA    NZ
-111.8320  -23.7275    EA    NZ
-111.8640  -23.4750    EA    NZ
-111.8710  -23.3267    EA    NZ
-111.7410  -23.2087    EA    NZ
-111.9240  -23.0158    EA    NZ
-112.2080  -22.8209    EA    NZ
-112.5750  -22.6195    EA    NZ
-112.9340  -22.4070    EA    NZ
-113.2800  -22.2231    EA    NZ
-113.6100  -22.1264    EA    NZ
-113.9060  -22.1022    EA    NZ
-114.1250  -22.1057    EA    NZ
-114.4210  -22.1145    EA    NZ
>   JZ   PA
-112.0230  -31.5362    JZ    PA
-112.0410  -31.7737    JZ    PA
-112.0630  -31.9485    JZ    PA
-112.0650  -32.1144    JZ    PA
-112.1510  -32.3426    JZ    PA
-112.3560  -32.3278    JZ    PA
-112.4150  -32.4889    JZ    PA
-112.4180  -32.7938    JZ    PA
-112.4420  -33.1120    JZ    PA
-112.4600  -33.3989    JZ    PA
-112.5040  -33.6498    JZ    PA
-112.6040  -33.6626    JZ    PA
-112.6280  -33.9988    JZ    PA
-112.5620  -34.2996    JZ    PA
-112.4170  -34.5562    JZ    PA
-112.1870  -34.6742    JZ    PA
-111.7560  -34.8114    JZ    PA
-111.3990  -34.9123    JZ    PA
-111.1260  -34.9948    JZ    PA
-110.8270  -35.0908    JZ    PA
>   JZ   AN
-110.8270  -35.0908    JZ    AN
-110.5270  -35.0613    JZ    AN
-110.3260  -34.9460    JZ    AN
-110.1410  -34.8171    JZ    AN
-109.9190  -34.7019    JZ    AN
-109.6910  -34.6092    JZ    AN
-109.2590  -34.5446    JZ    AN
>   JZ   NZ
-109.2590  -34.5446    JZ    NZ
-109.2770  -34.2037    JZ    NZ
-109.2700  -33.9167    JZ    NZ
-109.2050  -33.7019    JZ    NZ
-109.3230  -33.3917    JZ    NZ
-109.4100  -33.1401    JZ    NZ
-109.1830  -33.0204    JZ    NZ
-108.9720  -32.9365    JZ    NZ
-109.2060  -32.6615    JZ    NZ
-109.4350  -32.4000    JZ    NZ
-109.7910  -32.1152    JZ    NZ
-110.2100  -31.9198    JZ    NZ
-110.6870  -31.7150    JZ    NZ
-111.2020  -31.5638    JZ    NZ
-111.6600  -31.5564    JZ    NZ
-112.0230  -31.5362    JZ    NZ
>   NZ   PA
-112.9760  -26.8302    NZ    PA
-113.1120  -27.0143    NZ    PA
-113.1290  -27.2727    NZ    PA
-113.1330  -27.5770    NZ    PA
-113.0010  -27.6074    NZ    PA
-112.9710  -27.8495    NZ    PA
-112.9550  -28.1290    NZ    PA
-112.9340  -28.3794    NZ    PA
-113.0100  -28.3829    NZ    PA
-113.0210  -28.5495    NZ    PA
-113.0200  -28.7872    NZ    PA
-112.9560  -29.0088    NZ    PA
-112.3670  -29.1602    NZ    PA
-111.8060  -29.2656    NZ    PA
-111.7490  -29.5788    NZ    PA
-111.7730  -30.0247    NZ    PA
-111.7750  -30.1873    NZ    PA
-111.7970  -30.4248    NZ    PA
-111.8510  -30.6244    NZ    PA
-111.8850  -30.6658    NZ    PA
-111.9510  -31.0446    NZ    PA
-111.9780  -31.3862    NZ    PA
-111.9640  -31.3905    NZ    PA
-112.0230  -31.5362    NZ    PA
>   GP   PA
-102.0680    2.6353    GP    PA
-102.0820    2.5744    GP    PA
-102.0770    2.5025    GP    PA
-102.0850    2.4861    GP    PA
-102.0850    2.4120    GP    PA
-102.0900    2.3909    GP    PA
-102.0880    2.3273    GP    PA
