!Plate boundaries by Peter Bird (2003)
>   AF   AN
   4.9696   72.8205    NA    EU
   5.5860   72.9243    NA    EU
   6.0551   73.0188    NA    EU
   6.7817   73.1448    NA    EU
   7.0707   73.2035    NA    EU
   7.3910   73.2524    NA    EU
   7.7912   73.3712    NA    EU
   8.1502   73.4272    NA    EU
   8.3858   73.4853    NA    EU
   8.6521   73.5335    NA    EU
   8.8380   73.6282    NA    EU
   8.9570   73.7064    NA    EU
   9.0369   73.7585    NA    EU
   9.1396   73.8820    NA    EU
   9.2029   73.9795    NA    EU
   9.2077   74.0964    NA    EU
   9.1526   74.2327    NA    EU
   9.1326   74.3772    NA    EU
   8.9840   74.5426    NA    EU
   8.7810   74.7631    NA    EU
   8.6304   74.9462    NA    EU
   8.4603   75.0755    NA    EU
   8.2122   75.1882    NA    EU
   7.9464   75.3817    NA    EU
   7.8416   75.5273    NA    EU
   7.6033   75.7289    NA    EU
   7.5929   75.9807    NA    EU
   7.5152   76.1167    NA    EU
   7.4804   76.2790    NA    EU
   7.5571   76.4307    NA    EU
   7.5630   76.6015    NA    EU
   7.6155   76.7985    NA    EU
   7.6223   76.9692    NA    EU
   7.6720   77.1484    NA    EU
   7.8090   77.4791    NA    EU
   7.8800   77.7119    NA    EU
   7.7712   77.9112    NA    EU
   7.8269   78.0903    NA    EU
   7.7848   78.2347    NA    EU
   6.7755   78.4438    NA    EU
   5.5921   78.6410    NA    EU
   4.6907   78.8058    NA    EU
   3.8571   78.9500    NA    EU
   3.4317   79.0302    NA    EU
   3.9007   79.2280    NA    EU
   4.3903   79.5327    NA    EU
   3.2959   79.6575    NA    EU
   2.3776   79.7797    NA    EU
   1.4866   79.9085    NA    EU
   0.6279   80.0264    NA    EU
  -0.2507   80.1421    NA    EU
  -0.9688   80.2132    NA    EU
  -1.7656   80.3085    NA    EU
  -2.3408   80.3704    NA    EU
  -1.6839   80.6248    NA    EU
  -2.9416   80.7555    NA    EU
  -3.3638   80.7922    NA    EU
  -2.7795   80.9929    NA    EU
  -2.4141   81.1256    NA    EU
  -3.4541   81.2505    NA    EU
  -4.6412   81.3697    NA    EU
  -4.1521   81.5521    NA    EU
  -3.9091   81.6203    NA    EU
  -5.0330   81.9128    NA    EU
  -4.5366   82.0501    NA    EU
  -3.7961   82.2903    NA    EU
  -3.6999   82.3281    NA    EU
  -5.0098   82.5194    NA    EU
  -5.8654   82.6912    NA    EU
  -7.2124   82.8685    NA    EU
  -6.2343   83.0004    NA    EU
  -5.1542   83.2491    NA    EU
  -4.1480   83.4296    NA    EU
  -3.2043   83.5703    NA    EU
  -2.3626   83.6896    NA    EU
  -1.2062   83.8642    NA    EU
  -0.4691   83.9965    NA    EU
   0.4050   84.1017    NA    EU
   1.3011   84.2233    NA    EU
   2.2351   84.3435    NA    EU
   3.0240   84.4618    NA    EU
   3.8482   84.5611    NA    EU
   4.0347   84.5969    NA    EU
   4.5076   84.5702    NA    EU
   5.1775   84.6321    NA    EU
   6.6654   84.7622    NA    EU
   8.1339   84.8982    NA    EU
   8.9377   85.0094    NA    EU
   9.8085   84.9579    NA    EU
  10.6588   85.0670    NA    EU
  11.7036   85.1373    NA    EU
  13.2420   85.2814    NA    EU
  14.6662   85.3797    NA    EU
  16.0626   85.4855    NA    EU
  17.8900   85.5912    NA    EU
  19.2845   85.6842    NA    EU
  21.3426   85.7987    NA    EU
  23.3470   85.8174    NA    EU
  25.3828   85.8591    NA    EU
  27.4273   85.8674    NA    EU
  28.1433   85.8745    NA    EU
  29.2294   85.8101    NA    EU
  30.9721   85.9083    NA    EU
  33.3400   86.0534    NA    EU
  35.6067   86.1607    NA    EU
  38.3013   86.2915    NA    EU
  41.7555   86.4316    NA    EU
  43.4795   86.4958    NA    EU
  46.3137   86.5612    NA    EU
  46.0625   86.5982    NA    EU
  47.5235   86.6406    NA    EU
  50.7696   86.7060    NA    EU
  54.5614   86.7459    NA    EU
  58.0178   86.7875    NA    EU
  61.5056   86.8049    NA    EU
  62.4625   86.7548    NA    EU
  66.5438   86.6549    NA    EU
  66.3010   86.6065    NA    EU
  69.7522   86.4724    NA    EU
  68.2081   86.3058    NA    EU
  70.9259   86.2026    NA    EU
  72.9842   86.1063    NA    EU
  75.0293   85.9885    NA    EU
  76.3260   85.9167    NA    EU
  78.4034   85.7682    NA    EU
  81.1027   85.6388    NA    EU
  83.1425   85.5560    NA    EU
  84.8021   85.4998    NA    EU
  86.8021   85.4175    NA    EU
  88.4863   85.3456    NA    EU
  89.9804   85.2957    NA    EU
  92.3129   85.2292    NA    EU
  94.1554   85.1545    NA    EU
  95.8392   85.1018    NA    EU
  97.2727   85.0279    NA    EU
  98.5682   84.9604    NA    EU
  99.4436   84.9108    NA    EU
 102.9180   84.6639    NA    EU
 103.9430   84.5785    NA    EU
 105.3020   84.4855    NA    EU
 106.7590   84.3686    NA    EU
 107.7090   84.2946    NA    EU
 108.9390   84.1936    NA    EU
 109.7270   84.1097    NA    EU
 110.9590   83.9655    NA    EU
 111.9740   83.8238    NA    EU
 112.8430   83.6744    NA    EU
 113.7230   83.5124    NA    EU
 114.5580   83.3209    NA    EU
 115.2580   83.1508    NA    EU
 115.7930   83.0141    NA    EU
 116.5820   82.7402    NA    EU
 117.1710   82.5394    NA    EU
 117.7550   82.2981    NA    EU
 119.1000   82.0874    NA    EU
 119.9840   81.5953    NA    EU
 121.0040   81.1146    NA    EU
 121.8980   80.6434    NA    EU
 122.6390   80.2061    NA    EU
 123.4080   79.7593    NA    EU
 125.1880   78.9901    NA    EU
 125.6790   78.1326    NA    EU
>   NA   EU
 -29.7698   39.3996    NA    EU
 -29.6089   39.9928    NA    EU
 -29.6127   40.0328    NA    EU
 -29.5802   40.0788    NA    EU
 -29.5881   40.1065    NA    EU
 -29.6565   40.1068    NA    EU
 -29.6398   40.2082    NA    EU
 -29.6313   40.2851    NA    EU
 -29.5984   40.3835    NA    EU
 -29.5695   40.4695    NA    EU
 -29.5770   40.5495    NA    EU
 -29.5605   40.5987    NA    EU
 -29.3460   40.5699    NA    EU
 -29.2999   40.7050    NA    EU
 -29.2777   40.8710    NA    EU
 -29.2560   40.9847    NA    EU
 -29.2420   41.1261    NA    EU
 -29.2286   41.2153    NA    EU
 -29.3223   41.2467    NA    EU
 -29.2920   41.3849    NA    EU
 -29.2452   41.5200    NA    EU
 -29.2060   41.6828    NA    EU
 -29.2003   41.7997    NA    EU
 -29.1616   41.9101    NA    EU
 -29.2606   41.9294    NA    EU
 -29.2420   42.0831    NA    EU
 -29.2449   42.1754    NA    EU
 -29.2233   42.2368    NA    EU
 -29.2226   42.2891    NA    EU
 -29.4347   42.2905    NA    EU
 -29.3918   42.4133    NA    EU
 -29.3696   42.5271    NA    EU
 -29.3394   42.6130    NA    EU
 -29.3177   42.6744    NA    EU
 -29.3214   42.7145    NA    EU
 -29.3715   42.7240    NA    EU
 -29.3492   42.8378    NA    EU
 -29.3268   42.9515    NA    EU
 -29.3175   43.0284    NA    EU
 -29.3168   43.0807    NA    EU
 -29.1736   43.0796    NA    EU
 -29.0914   43.2082    NA    EU
 -29.0079   43.3890    NA    EU
 -28.9339   43.4929    NA    EU
 -28.8845   43.6278    NA    EU
 -28.8405   43.6981    NA    EU
 -28.7964   43.7684    NA    EU
 -28.5237   43.7680    NA    EU
 -28.5131   43.8448    NA    EU
 -28.4809   43.9305    NA    EU
 -28.4827   44.0229    NA    EU
 -28.4549   44.0963    NA    EU
 -28.4364   44.1453    NA    EU
 -28.4349   44.1976    NA    EU
 -28.3666   44.1843    NA    EU
 -28.3200   44.3067    NA    EU
 -28.2825   44.4046    NA    EU
 -28.2574   44.5180    NA    EU
 -28.2150   44.6281    NA    EU
 -28.1676   44.7505    NA    EU
 -28.1438   44.8116    NA    EU
 -28.1421   44.8639    NA    EU
 -28.1057   44.9094    NA    EU
 -28.1575   44.9196    NA    EU
 -28.1385   44.9685    NA    EU
 -28.1146   45.0296    NA    EU
 -28.1002   45.0663    NA    EU
 -28.0763   45.1274    NA    EU
 -27.9945   45.0983    NA    EU
 -27.9877   45.1628    NA    EU
 -27.9857   45.2151    NA    EU
 -27.9790   45.2796    NA    EU
 -27.9721   45.3441    NA    EU
 -27.9374   45.3373    NA    EU
 -27.9354   45.3896    NA    EU
 -27.9382   45.4296    NA    EU
 -27.9236   45.4663    NA    EU
 -27.8714   45.4561    NA    EU
 -27.8616   45.4805    NA    EU
 -27.8644   45.5206    NA    EU
 -27.8770   45.5362    NA    EU
 -27.8246   45.5259    NA    EU
 -27.7952   45.5992    NA    EU
 -27.7734   45.7003    NA    EU
 -27.7592   45.8293    NA    EU
 -27.7394   45.8782    NA    EU
 -27.6994   45.8835    NA    EU
 -27.6971   45.9358    NA    EU
 -27.6773   45.9846    NA    EU
 -27.6020   45.9830    NA    EU
 -27.5847   46.0719    NA    EU
 -27.5723   46.1486    NA    EU
 -27.5649   46.2131    NA    EU
 -27.5120   46.2027    NA    EU
 -27.4893   46.3037    NA    EU
 -27.4868   46.3560    NA    EU
 -27.4717   46.4850    NA    EU
 -27.4463   46.6383    NA    EU
 -27.4437   46.6906    NA    EU
 -27.4360   46.7551    NA    EU
 -27.3775   46.7568    NA    EU
 -27.3774   46.8491    NA    EU
 -27.3466   46.9223    NA    EU
 -27.3336   46.9990    NA    EU
 -27.3819   47.1140    NA    EU
 -27.4407   47.2047    NA    EU
 -27.4741   47.2640    NA    EU
 -27.4612   47.3406    NA    EU
 -27.4585   47.3929    NA    EU
 -27.4636   47.4731    NA    EU
 -27.4429   47.5219    NA    EU
 -27.4480   47.6020    NA    EU
 -27.4635   47.6578    NA    EU
 -27.5644   47.6508    NA    EU
 -27.5905   47.7746    NA    EU
 -27.6218   47.8861    NA    EU
 -27.6351   47.9942    NA    EU
 -27.6536   48.0900    NA    EU
 -27.7036   48.2050    NA    EU
 -27.7118   48.3252    NA    EU
 -27.7306   48.4210    NA    EU
 -27.7494   48.5169    NA    EU
 -27.7602   48.5848    NA    EU
 -27.8895   48.6089    NA    EU
 -28.0108   48.6050    NA    EU
 -28.0353   48.6885    NA    EU
 -28.0868   48.8034    NA    EU
 -28.1622   48.9093    NA    EU
 -28.2058   48.9962    NA    EU
 -28.2631   49.0987    NA    EU
 -28.3174   49.1611    NA    EU
 -28.3530   49.2201    NA    EU
 -28.4262   49.2858    NA    EU
 -28.4518   49.3693    NA    EU
 -28.4861   49.4806    NA    EU
 -28.5446   49.5830    NA    EU
 -28.5619   49.6386    NA    EU
 -28.7183   49.6528    NA    EU
 -28.8181   49.6570    NA    EU
 -28.8686   49.7314    NA    EU
 -28.8952   49.8148    NA    EU
 -28.9600   49.9047    NA    EU
 -28.9868   49.9880    NA    EU
 -28.9947   50.0681    NA    EU
 -29.0217   50.1515    NA    EU
 -29.1265   50.1954    NA    EU
 -29.1982   50.2206    NA    EU
 -29.3218   50.3199    NA    EU
 -29.4266   50.4159    NA    EU
 -29.5081   50.4686    NA    EU
 -29.5368   50.4995    NA    EU
 -29.6619   50.5984    NA    EU
 -29.7680   50.6941    NA    EU
 -29.8309   50.7435    NA    EU
 -29.8746   50.7897    NA    EU
 -29.9085   50.8605    NA    EU
 -29.9425   50.9313    NA    EU
 -29.9815   50.9898    NA    EU
 -29.9765   51.1067    NA    EU
 -30.0010   51.2544    NA    EU
 -29.9961   51.4236    NA    EU
 -30.0010   51.6205    NA    EU
 -30.0060   51.7652    NA    EU
 -30.0110   51.8575    NA    EU
 -30.0361   51.9528    NA    EU
 -30.0262   52.0297    NA    EU
 -30.3764   52.0568    NA    EU
 -30.8074   52.0945    NA    EU
 -31.0579   52.1048    NA    EU
 -31.2684   52.1089    NA    EU
 -31.2527   52.2628    NA    EU
 -31.2651   52.3427    NA    EU
 -31.2573   52.4197    NA    EU
 -31.5817   52.4649    NA    EU
 -31.8660   52.5038    NA    EU
 -32.0535   52.5160    NA    EU
 -32.3589   52.5564    NA    EU
 -32.6486   52.5810    NA    EU
 -32.8570   52.5946    NA    EU
 -33.0204   52.6151    NA    EU
 -33.3354   52.6281    NA    EU
 -33.7119   52.6477    NA    EU
 -34.1745   52.6630    NA    EU
 -34.5719   52.6822    NA    EU
 -34.9248   52.7080    NA    EU
 -34.8837   52.7036    NA    EU
 -35.0107   52.7044    NA    EU
 -35.1376   52.7051    NA    EU
 -35.1561   52.8611    NA    EU
 -35.1613   52.9901    NA    EU
 -35.1837   53.1336    NA    EU
 -35.1828   53.2105    NA    EU
 -35.3248   53.2380    NA    EU
 -35.2818   53.3875    NA    EU
 -35.2565   53.4747    NA    EU
 -35.2457   53.5121    NA    EU
 -35.4517   53.5459    NA    EU
 -35.3950   53.6684    NA    EU
 -35.3272   53.8282    NA    EU
 -35.2698   53.9507    NA    EU
 -35.2012   54.1105    NA    EU
 -35.1469   54.2204    NA    EU
 -35.1210   54.3076    NA    EU
 -35.3132   54.3269    NA    EU
 -35.4878   54.3313    NA    EU
 -35.4123   54.5161    NA    EU
 -35.3651   54.6781    NA    EU
 -35.2890   54.7860    NA    EU
 -35.2739   54.9127    NA    EU
 -35.2120   54.9707    NA    EU
 -35.3386   54.9959    NA    EU
 -35.2508   55.1412    NA    EU
 -35.1732   55.3259    NA    EU
 -35.0804   55.4835    NA    EU
 -34.9717   55.6909    NA    EU
 -34.9006   55.7738    NA    EU
 -34.8774   55.8485    NA    EU
 -34.6376   55.8119    NA    EU
 -34.6203   55.9386    NA    EU
 -34.5583   56.0608    NA    EU
 -34.5104   56.2101    NA    EU
 -34.4927   56.3368    NA    EU
 -34.4604   56.4363    NA    EU
 -34.4402   56.4985    NA    EU
 -34.3460   56.5020    NA    EU
 -34.3214   56.5766    NA    EU
 -34.2474   56.6592    NA    EU
 -34.2185   56.7462    NA    EU
 -34.0724   56.7388    NA    EU
 -34.0430   56.7799    NA    EU
 -34.0035   56.8274    NA    EU
 -33.9781   56.9019    NA    EU
 -33.7961   56.8833    NA    EU
 -33.6824   56.8715    NA    EU
 -33.5871   56.8745    NA    EU
 -33.5662   57.0010    NA    EU
 -33.5354   57.0880    NA    EU
 -33.5090   57.1625    NA    EU
 -33.4966   57.2643    NA    EU
 -33.3773   57.2647    NA    EU
 -33.2031   57.2849    NA    EU
 -33.0703   57.4512    NA    EU
 -33.0104   57.5480    NA    EU
 -32.9641   57.6076    NA    EU
 -32.9177   57.6671    NA    EU
 -32.8065   57.6422    NA    EU
 -32.7082   57.7735    NA    EU
 -32.6188   57.8800    NA    EU
 -32.4918   57.9566    NA    EU
 -32.4724   58.0062    NA    EU
 -32.2805   57.9979    NA    EU
 -32.1225   58.1484    NA    EU
 -31.9835   58.2492    NA    EU
 -31.8723   58.3402    NA    EU
 -31.7996   58.3967    NA    EU
 -31.7451   58.4683    NA    EU
 -31.5560   58.4466    NA    EU
 -31.4274   58.5743    NA    EU
 -31.3031   58.6896    NA    EU
 -31.1780   58.8048    NA    EU
 -31.0392   58.8923    NA    EU
 -30.9770   58.9759    NA    EU
 -30.7911   58.9408    NA    EU
 -30.6466   59.0925    NA    EU
 -30.4527   59.2383    NA    EU
 -30.3055   59.3897    NA    EU
 -30.1630   59.5286    NA    EU
 -30.0429   59.6182    NA    EU
 -29.8495   59.7508    NA    EU
 -29.6362   59.8678    NA    EU
 -29.5075   59.9692    NA    EU
 -29.3717   60.0827    NA    EU
>   PA   OK
 144.4540   40.8470    PA    OK
 144.4790   40.5494    PA    OK
 144.3990   40.3668    PA    OK
 144.3280   40.2029    PA    OK
 144.2830   40.0672    PA    OK
 144.2540   39.9281    PA    OK
 144.2250   39.7667    PA    OK
 144.2360   39.5572    PA    OK
 144.2030   39.3737    PA    OK
 144.1890   39.1233    PA    OK
 144.1190   38.9086    PA    OK
 144.0610   38.7095    PA    OK
 144.0170   38.5356    PA    OK
 143.9730   38.3585    PA    OK
 143.9280   38.1655    PA    OK
 143.8880   37.9281    PA    OK
 143.8430   37.7097    PA    OK
 143.7430   37.4792    PA    OK
 143.6370   37.2899    PA    OK
 143.5180   37.0594    PA    OK
 143.4080   36.8604    PA    OK
 143.2750   36.6488    PA    OK
 143.1510   36.5195    PA    OK
 143.0200   36.3393    PA    OK
 142.8870   36.2636    PA    OK
 142.7610   36.1878    PA    OK
 142.6810   36.0642    PA    OK
 142.6060   36.0009    PA    OK
 142.5550   35.9438    PA    OK
 142.4600   35.6730    PA    OK
 142.3250   35.5027    PA    OK
 142.2210   35.3333    PA    OK
 142.1700   35.2168    PA    OK
 142.0670   35.1636    PA    OK
 142.0290   34.8886    PA    OK
 141.9920   34.6663    PA    OK
 141.8830   34.2127    PA    OK
>   PA   JF
-124.7420   40.3134    PA    JF
-125.4500   40.3541    PA    JF
-126.1590   40.3904    PA    JF
-126.8690   40.4224    PA    JF
-127.5790   40.4500    PA    JF
-127.5790   40.5385    PA    JF
-127.7170   40.5726    PA    JF
-127.6390   41.0807    PA    JF
-127.5600   41.5888    PA    JF
-127.4460   41.5551    PA    JF
-127.4010   41.6405    PA    JF
-127.2410   41.6921    PA    JF
-127.0390   42.3570    PA    JF
-126.6270   43.0136    PA    JF
-127.5710   43.4195    PA    JF
-128.5280   43.8176    PA    JF
-129.4980   44.2075    PA    JF
-130.4800   44.5892    PA    JF
-130.3670   44.9295    PA    JF
-130.0690   45.2854    PA    JF
-130.1870   45.4140    PA    JF
-129.9360   45.7362    PA    JF
-129.8690   45.8960    PA    JF
-130.0730   45.9427    PA    JF
-130.0510   46.1958    PA    JF
-129.9170   46.2291    PA    JF
-129.8030   46.4332    PA    JF
-129.5720   46.4015    PA    JF
-129.2590   47.0647    PA    JF
-128.9380   47.7270    PA    JF
-129.1900   47.8354    PA    JF
-128.9400   48.3236    PA    JF
-129.1470   48.4760    PA    JF
-128.9190   48.8687    PA    JF
-129.7050   49.1768    PA    JF
-130.5010   49.4794    PA    JF
-130.1620   49.9827    PA    JF
-130.3000   50.0554    PA    JF
-130.1620   50.2172    PA    JF
-130.3290   50.2979    PA    JF
-130.2540   50.4647    PA    JF
-130.7530   50.9076    PA    JF
-131.0740   51.1851    PA    JF
-130.8500   51.6121    PA    JF
>   JF   NA
-124.7420   40.3134    JF    NA
-124.9530   40.6333    JF    NA
-124.9330   40.8839    JF    NA
-125.0890   41.1354    JF    NA
-125.1820   41.3801    JF    NA
-125.3090   41.6522    JF    NA
-125.2810   41.8176    JF    NA
-125.3130   41.9856    JF    NA
-125.3310   42.1419    JF    NA
-125.2900   42.2845    JF    NA
-125.2090   42.3588    JF    NA
-125.1980   42.4917    JF    NA
-125.2680   42.5614    JF    NA
-125.2890   42.8624    JF    NA
-125.2890   43.0514    JF    NA
-125.3430   43.1426    JF    NA
-125.3940   43.2671    JF    NA
-125.4740   43.4260    JF    NA
-125.4800   43.7375    JF    NA
-125.4500   43.9254    JF    NA
-125.4290   44.0023    JF    NA
-125.3620   44.0663    JF    NA
-125.3720   44.3226    JF    NA
-125.3720   44.5227    JF    NA
-125.3760   44.6675    JF    NA
-125.4340   44.7254    JF    NA
-125.4370   44.8813    JF    NA
-125.4350   45.1036    JF    NA
-125.5170   45.4738    JF    NA
-125.6550   45.9461    JF    NA
-125.7730   46.2950    JF    NA
-125.8760   46.6433    JF    NA
-125.9980   46.9697    JF    NA
-126.0850   47.3503    JF    NA
-126.3700   47.7480    JF    NA
-126.4860   47.9956    JF    NA
-126.7330   48.2910    JF    NA
-127.0180   48.5646    JF    NA
-127.3780   48.7502    JF    NA
-127.6080   48.8768    JF    NA
-127.8180   49.0802    JF    NA
-127.8520   49.4906    JF    NA
-128.0290   49.7814    JF    NA
-128.2830   49.8847    JF    NA
-128.4140   50.0856    JF    NA
-128.7190   50.3103    JF    NA
-129.0100   50.4787    JF    NA
-129.4600   50.6472    JF    NA
-129.7380   50.8359    JF    NA
-129.9820   51.1013    JF    NA
-130.2120   51.2777    JF    NA
-130.5480   51.3981    JF    NA
-130.8500   51.6121    JF    NA
>   OK   PA
 144.4540   40.8470    OK    PA
 145.0770   41.3192    OK    PA
 145.7100   41.7880    OK    PA
 146.1980   42.0762    OK    PA
 146.6900   42.3623    OK    PA
 147.3450   42.6851    OK    PA
 148.3400   43.2079    OK    PA
 149.3110   43.7205    OK    PA
 150.3390   44.1874    OK    PA
 150.8770   44.4470    OK    PA
 151.4190   44.7040    OK    PA
 152.2400   45.1576    OK    PA
 152.8800   45.5293    OK    PA
 153.5280   45.8973    OK    PA
 154.1950   46.4400    OK    PA
 154.6640   46.8526    OK    PA
 155.1410   47.2632    OK    PA
 155.7420   47.7246    OK    PA
 156.3530   48.1828    OK    PA
 157.0240   48.6594    OK    PA
 157.5680   49.1072    OK    PA
 158.1210   49.5524    OK    PA
 158.6440   49.8546    OK    PA
 159.1740   50.1545    OK    PA
 159.8770   50.8551    OK    PA
 160.5990   51.4877    OK    PA
 160.9450   52.1588    OK    PA
 161.5840   52.6540    OK    PA
 162.4580   53.0032    OK    PA
 162.7900   53.6249    OK    PA
 163.2820   54.3468    OK    PA
 163.6700   54.7786    OK    PA
 164.0660   55.2092    OK    PA
>   NA   PA
 164.0660   55.2092    NA    PA
 164.8470   54.9570    NA    PA
 165.7710   54.5884    NA    PA
 166.4070   54.2367    NA    PA
 167.4130   53.9060    NA    PA
 168.1880   53.5694    NA    PA
 168.8360   53.2079    NA    PA
 169.7520   52.8555    NA    PA
 170.7000   52.4979    NA    PA
 171.8470   52.0259    NA    PA
 172.9640   51.6839    NA    PA
 174.2190   51.4030    NA    PA
 175.5710   51.1082    NA    PA
 176.7200   50.8959    NA    PA
 177.6800   50.6976    NA    PA
 178.4980   50.6189    NA    PA
 179.6880   50.5055    NA    PA
-179.2020   50.4965    NA    PA
-178.4800   50.4903    NA    PA
-177.7580   50.4842    NA    PA
-177.0880   50.4960    NA    PA
-176.2230   50.5883    NA    PA
-175.6290   50.7447    NA    PA
-174.9070   50.8258    NA    PA
